clean_text,sentiment_label
expect open reservation november,1
wife sarah stocker also called could connect customer service,0
flight attendant fucking tho rt fleet fleek,0
thank help today loyal u airway customer appreciate responding tweet,2
wonderful fc fa flight pre dawn nice start day,2
offer free flight fly forward campaign via,1
wow wouldnt say,0
deeply disappointed birthday promo applied trip booked mere day received email,0
please something speed wifi connection plane might well nonexistent,0
true fa saying way collect money passenger door closing want mce seat,1
look like best hope guess u air dont think ill get mile alaska suck,0
see coming get hawaii,1
flight u got cancelled flightled due lack flight crewi told id reimbursed hotel contact,0
headphone jack working flight,0
customer service today deplorable plenty way u could gotten u flight,0
cancelled flighted flight time past daysand experience worstnever,0
glad home great people got home safely sad others didnt get back bc scheduling problem,2
course fun celebrating thanks happy chinese new year,2
checkin lame business really last seat broad shoulder haha,0
he fine really like picking seat,2
hour phonehung onall want different flight day open seat,0
tweet day get live cust rep make sure world know dont care customer health,0
youre right ive traveling day guy dropped ball making long night,0
yes appreciated misinformation damage credibility may want someone observe newark,0
cancelled flightled due maintenance plane hour get shit together lot people unhappy,0
glad know ill flying luv airline tomorrow,2
another customer non service waited solve problem would miss funeral suck,0
first flight ever flight already technical issue faaaannntastic,0
flight schedule quintana roo mexico reflect newly adopted time zone change est,1
got thanks,2
someone help travel issue today,1
thank yall amazing airline know treat customer guy rock,2
know love airline friend problem retaining info need,0
tried online told must call bc modification reservation hold almost hour,0
maintenance issue flight issue passenger miss connection needing get,0
review system notification website telephone system place clearly inadequate,0
need help changing flight please dm,1
making folk run gate c b explanation zero cart transfer elderly handicap,0
got call rdu baggage except doesnt help bc cant get im flying back home,0
make sure make cancelled flighted flight baggage upgrade fee seem like labyrinth might able swindle,0
please hog next flight im waiting bus get one plane run leaf two min,0
going flight phl phx min estimated departure nobody board update,0
cant get thru phone use credit thats expire com,0
yep moved showed flying standby,1
thank reply wouldve appreciated communication checking delay jetblue used goto,0
according jfk plenty plane landing problem,0
read say case please define example would case,0
great thank,2
finally arrive bogota good long flight,1
good luck dfw evening aa,2
youre reason whole travel experience nightmare,0
admiral club clt rude ignorant front desk staff fallen farthanks doug parker,0
obviously staff ewr united otherwise seen ad friendly helpful worst airport,0
flying hawaii,1
im booked return flight,0
yes io im running io,1
tried flight option per weblink non available next day frustrating,0
minute tarmac thats hour delay,0
julie andrew way though impressive,2
let scanned passenger leave plane told someone remove bag st class bin,0
get thru hold hour,0
u cant spell airline trusted get home time safe worst,0
awesome staff check desk paper airplane race sw gift card keep ppl entertained delay,2
yes san diego,1
wanted get bag benefit instead get pricing three ticket adding card mp visa option,0
dont want whiny accommodated several passenger whose earlier flight cancelled flightled flight long,0
h student ithaca ny stuck miami flts xld u wont rebook get kid home use carrier alliance,0
better find way get puerto rico tomorrow morning besides charging u three time cash originally paid,0
kid aged need fly aa internally within usa thanks confirming,1
havent booked yet im asking book,1
team member dca tamara r name awesome employee like,2
rebooked mdw drink coupon could help,0
card company explained issue phone mexico purchased new ticket phone,1
st x told travel advisorynow two hr hold amp disconnected fl bhm charlotte phl wont gohelp,0
came thanks followup thats youre best,2
even ask dm offer help cant anything,0
rt fleet fleek,1
ceo battle appease passenger wall street waterbury republican american,1
horrendous pull shit together,0
thank daughter th bd party wproj weather cond doesnt look promising please assist earlier flts cmh,2
asked sop said yet flight nothing policy,0
quit cheap hire call center employee shouldnt take half day call,0
stop usingthisword youre company rt fleet fleek,0
hadnt filed refund claim told charge dm disputed bank hence would like,0
dear virgin customer youre stranded sf day amp cost well least accommodate,1
lack customer service astounding,0
husband responding insist remove seat btw sign english spanish,0
whats wrong plane flt,0
shes rescheduled today frigid cold possible reason maintenance could issue day,0
different airport way getting different airport,0
youre early frontrunner best airline,2
used always fly southwest,2
fill form never receive response expect remedy travel another airline cancelled flight member w u,0
got worst service ive ever seen airline cancelled flightled flight rude employee currently flight delayed,0
dc thinking summer new nantucket service broadway world,1
dont jealous live sydney tshirt jean dont suit office work need suit warm jacket,1
wan na help reimburse money cause band lose,0
hi guy flight still time site app cant check thanks,1
whats even better price changed minute since talked lady still honored cheap,2
may bewhat issucks,0
left item plane bosphl friday ive called phl u airway amp left msg return call point,0
come,1
done,1
sale im delighted,2
kind cool run bos man sfo,2
love flying u question one ur plane called ny jet,2
said would need get supervisor waiting supervisor hung,0
thanks keep good work,2
min ewr baggage claim,0
landed hour late flight ind den min late flightr bag cool,0
jal cathay pacific cant online,0
yes figured hour long enough time hold giving somebody call,0
read bio see work never encountered airline disappointed understatement,0
second flight put cancelled flightled explanation missed first meeting,0
keep tweeting ceo answer personally apologizes wife passenger flight wrong,0
dont use passbook still love though lt ill use email future,2
gave credit late flight flight yesterday great service thats wow moment unexpected gesture,2
bag missing landed hour ago help,0
problem flight ua called rebooked found hotel taxi,0
never heard back would help chance could bump flight time closer pm today im flight,0
ive hold hour need rebook flight please help,0
thing free flight gon na spending board rental bc couldnt get baggage greenville w,0
weird picked city test workednot one want work phone though ill use,1
hold hour still answer really run business,0
well said cancelled flight pa system guess trying get plane boston confirmed,0
waited two hour phone book get mi family member ill time essence,0
goodness people field amazing pressure texas crisis please fly ny,2
companion pas flyer airline abused every airport,0
patience connecting flight need guy every time travel every single time,0
work comm skill w hate agent phx said confirmed flight dfw amp got standby,0
request ticket change twitter,1
said havent started looking gave limit nyc waldorf astoria cant find outfit,0
fyi android app set applicable nexus please fix phone tablet cheer,0
sent dm detail,1
disappointed lack compassion baggage service dept nearly beg get courtesy report,0
ive hold another hour still nothing cancelled flighted flight supposed six hour,0
credit bank account two day work ive missed cancelled flightlations,0
exactly state secure document nexus card state passport must always also presented read,0
feeling poor churchmouse level dollar enough make grown man cry im grown man tear happened,0
flight jfk cartagena airport bar singing opposite praise making pact never fly u,0
busy cell phone,0
line baggage system complete rubbish bag missing day meaningful information,0
luved sjc gate agent boarded flight dal didnt get name represents brand well,2
please work contract offer service,1
well thats big dont terribly high expectation point,0
dang practice hour late flightr today,1
well thought hour ago found seat,0
definitely sending dm,1
understand still able view reservation online,0
waiting delayed plane sat plane hour waiting late flight passenger thats b,0
good one indeed jetblues finest day history,2
call chairman call emerald today call former customer,0
old fly ordpvg get upgraded,1
may want direct people tok,1
thx stand know frustrating appreciate patience try get way jh,1
anyone actually work dividend mile department,0
promotion email today vega jamaica defective link vega sweepstakesit time error,0
surprised fastest responding u brand twitter q q also th fastest world q,2
thanks line moved quick already done,2
welllllll rt fleet fleek,1
anyone even responding social medium awful,0
second touchdown madrid airport april,1
youre great job adding little luxuriesaesthetics improve air travel experience thank keep,2
airline cause missed connection u would think would take whatever step remedy screw,0
want hotel room whiskey,1
profiting billion throwing crap people put american hurting brand,0
go back home use company available unfair stay h traveling,0
cancelled flight flight sends email saying think next flight,0
nervous flight dc lax getting cancelled flightled tomorrow sent dm help,1
mex nrt date tbd im getting usd difference quotation september compared mex bkk,0
first time flew united horrible thought would give second chance third,0
lost bag next flight didnt time load hour delayconsequence platinum gold,0
sorry meant flight supposed depart say issue,0
sent dm,1
phone customer service team bad think time consider switching airline,0
got next time know paying extra make line,1
dealing w fam emergency told rebooked aa flight ord system need help asap,0
bos,2
minute hold waiting ridiculous,0
bag checked cancelled flightled flight arrive mke much help grnd staff havoc dfw,0
statement incentive offer digital journal,1
united flight ever time,0
lounge tell u pillow grandma one lady open closet see right,0
download jeokoo american app air traveler,1
great la flight clarence frank guy hoot thanks,2
week valentine daynot feeling going hr dont bag arent even coming w,0
u worst airline ever figure merger,0
tried one available bogota everyone rude houston stuck hour guy,0
merger going go fail huge probls wcomm dfw storm cxld rtrn flts cool,0
havent departed yet let get high hope everything schedule far,2
ask teach marketing university gladly consult customer service treat passenger,0
started flight scolding using overhead bin offered person seated next,0
hi im trying find flight middle east,1
im tryin book flight cant get ahold anyone,0
favorite airline ive never issue plus crew entertaining,2
ive year ive never many issue airline,0
thank united thats beautiful place stay day longer rebooked let know mn,2
beyond ready,2
leadership count landed last nightdeplaned minute waiting jetway inexcusable,0
flight cll wont let check please help,0
cancelled flight flight there way rebook website app wait minute hold cc,0
opal dragon book dragon ali woven murdering way philippine australia,1
seriously wifi hr flight clesfo youre airline wout wifiand pls unwind b,0
mean employee really nice literally sobbed,0
looking cheap flight vega,1
hope lose next govt contract,0
quick question bought wifi phone buy tablet hour left trip,1
cant dm youre following lly rebooked still need seat,0
yep except delay due hasty unwise decision pushback plane plow done,0
knew going leave hour waiting hurry,0
thanks miserable trip gnvltltltfsd,0
another awesome telephone experience thank cory,2
attempt hour calling put hold feeling confident ever get,0
tell piece shit get fucked ill fly exclusively life,0
yes lounge fantastic u one could remotely similar,2
love southwest guy good,2
know trying patience easier cheaper way tpa pdx stuck w u turned hr mci,0
flight delayed gtgtgt,0
flight phl austin cancelled flighted headed houston delayed pay rent car drive hr austin,0
thanksseat made year old broken tv flightsyearmy last airline,0
didnt cancelled flight flight loved another flight forgot bag,0
anticipate cancelled flightlations flight nashville tomorrow thank,1
thats extra hour travel time missed vacation time guy messing professional life,0
havent updated flight delayed super frustrating,0
thanks whole team ontime flight despite inclement weather,2
thats concerned,1
update flightits three hour delayed thank,0
hope pilot good day,1
thank much asking u pay switch different flight could spend time dying nephew,0
thanks kp please also mention quiche breakfast tandoori chicken dinner entree accompaniment truly first class,2
thank youyou,2
nothing available male flight crew nicedismissive big guy standby probably didnt even pay,0
cant pay buck xd,1
messaged thanks,2
well duh grandfather got hired tsa agent currently pwm,1
mint service nyc san diego,1
different airline,0
open credit card earn mile wont credit mile account restore forfeited mile,0
odds get flight delta actually get orlando today flight,1
trying book award travel leaving redeye sunday night midnight book date sunday monday,1
priority made considering pending snow storm delay flight hour amp half id like answer,0
get together perfect combination delay cancelled flightlations,1
united unable look flight reservation passenger name yyz checkin counter wow smh,0
requested mileage challenge status several week ago online havent heard back get help,0
id like apologize gate agent flight aa aware zone nine precious gem,1
patiently drinking tweeting experience,1
assume would people let united whats worse plane crew cant fly,0
never choose,0
available online cant figure guarantee flight,1
internal bleed foot flying next tuesday leeds come randomly,1
didnt find flight ny scheduled leave pm delayed hr checking huge fail,0
broken entertainment system hour nyc flight terrible cabin crew service online complaint form wont work,0
kn allowing bypass receipt refund request form never received receipt email charged,0
help left expensive headphone flight iad lax today seat one answering lampf number lax,0
fail see telling caller bag may take hour get jfk brooklyn best,0
hahaha meanwhile russia,1
would overnight bag wed unknown location courier company apparently cant contact,0
system affected weather,0
far ive gotten six different answer,0
time one able help,0
dont tell update board,0
im ua k think looking help,1
thanks stbernard taking time read page find info supervisor felt insist tho showed previous comm,2
think itboarding chill untz untz untzlike,1
way know checked bag curb awesome want sure get high five,2
congrats winning award best deal airline u,2
bring compact folding chair like checked bag,1
employee bwi amazing,2
worst customer experience houston intl airport ground support even member nightmare,0
companion pas broken today purchaseerrorinvalidloyaltymemberaccountstatus swvyilxklrogfsja,1
im flying since plane getting stuck drift hour weather issue,0
going get wifi plane,1
want custom long beach airport future international flight cc,1
standing la vega flight say time rep telling u flight denver cancelled flightled help,0
honest question way ticket charlotte hub lax nd biggest city usa almost,0
ha rebooked hr layover amp robbing night family late flight fly time,0
done thnx,2
need talk person bag waiting hold two hour bag sb delivered last night online say found,0
give delayed hour mco jfk every time,0
really appreciate alls commercial aired today,2
going san juan,1
right provide faulty seat flight plus damage bag replace shrug damage flight,0
customer relation dept oneway email allowing response helpful,0
comedian promise make fun stage tonight,0
long wait icing cake dont fix reservation system confirm doesnt get changed midtravel,0
going keep tweet coming till aa somethingwhich know nothinghoping go waynot likely,0
weve sitting gate two hour waiting bag loaded im telling herb,0
giving false hope ever getting home,0
iphone app add passbook support,1
whats status flight sju,1
also cant preselect seat sfogtyyz flight im canadian flight booking problem,0
cover photo twa wondering,1
well wont let handle reservationchange online amp reservation call hang wtf bullshit,0
wife left phone flight awe friday february th upon landing minneapolis get back thanks,1
cool flight cancelled flightled sitting plane hour,0
trying rebook flight hold min disconnected almost min unbelievable,0
aa staff refusing allow woman board departure sign still boarding,0
new marketing song let u know think,1
im denver bag san jose see something wrong,0
mom tried also wasnt reason wouldnt change yall literally said youd rather empty seat,0
sadly didnt get much help travel agent disappointing,0
remained hold hr resolve flight schedule amp system hung,0
thats heard weather fine morning flight circling timesomeone forgot clean runway,0
yes bit dont follow cant dm,1
dropped bag newark desk guy rudest customer facing person met even two child shocked,0
inconvenience disaster phone bill refuse pay,0
made reservation online didnt receive confirmation email bank said transaction went u help,0
big thanks gate agent fltkeeping u informed delay,2
thanks free birthday point yall right,2
screw againto expected never,0
set schedule try keep flight,1
never got flight confirmation ive hold hour cant get info online,1
id go australia enjoy land always bucket list,1
increase legroom airline compare via,0
idea customer service mean customer mess plan dont treat like big deal,0
ah could get weve tried hr call,0
loses baggage day ago still idea interest finding item new job bag unacceptable,0
need flight tonight isnt anything else,0
awesome flight crew ua plane jurassic period called want dinosaurplane back,0
airline suck customer service suck courtesy incompetent passenger matter bet ceo fine though,0
there lot talk miasfo year old plane,0
got flight bos charlotte found cancelled flightled got gate,0
thx nothing getting u country back u broken plane come get another one,0
start flight booking problem next year super bowl time,1
thanks,2
took hour call back disconnected twice ill never get back work,0
thanks,2
amazing staff amp super helpful ran spoiled comfort,2
hear last call boarding flight jfk hour ago good luck wflights,1
problemjust funny nice day,1
sorry philly shouldve told,1
thank listening compliant right thing appreciate working,2
get companion pas thanks lin,1
sound like date,2
thank,1
thanks nothing,0
right thing reinstate ticket voided,0
staff rather efficient got u solution freaked little limbo air,2
ive hold min trying change reservation,0
get okc sacramento today dfw closed,1
u guy changed age double booked seat ive even though platinum person none,0
love living close always great view,2
r u aware wait time talk sale agent always minute unacceptable least employ call back feature,0
probs worst customer service ever replied complaint submitted week ago bout damaged bag even replacing,0
lovely flight back mia lhr great crew thanks,2
certainly understand hold delay wx reschedules ive hrmin estimated wait time,0
happy start trip cancelled flightled flight customerservice,0
butt hurt,0
coming back huge east bay customer base due sfo miss,2
calling global service help desk via phone,1
absolute best team customer service ever every time fly im delighted thank,2
thanks lol wait u per tail number,2
hope youre happy officially become next imo bankrupt,0
pretty impressed flight entertainment full touch usable smooth good selection,2
never held plane,0
onboard wifi bad taking minute send tweet working table,0
awe guy great cant wait travel soon,2
guy straight suck as,0
well drop luggage hour flight ridiculous,0
nonprofit arc would love ticket rely airline extraction saving abducted child returning home,1
honor absurdly low mistake fare va,1
go south everyone,1
digg,1
flight already think airline flight attendant actually emphasize vape still smoking,0
dmd anything,0
need get human whats fastest way achieve get computer,0
need follow back order dm,1
spoke rep nh pa poor communication bag still sitting philly train staff,0
wasnt full plenty time go gate check plus status gotten,0
im still waiting answer,0
excuse though gate change though,0
thank,2
thats u guy choice,2
let reuse ticket thus booked vacation delta never flying american,0
yes nearly every time fly vx ear worm wont go away,2
utterly unreliable didnt schedule pilot u flight seattle flight delayed,0
failed last week iah next intl trip delta small ual flight lax booked thats,0
thank dming,2
clear folder regularly jetblue white listed never got,1
dm u also add,1
spoke soon min late flightr still waiting bag load sympathy would appreciated least,0
trying change reservation hold minute cant onlinewas directed call help,0
car gng dfw pulled hr ago icy road onhold aa since hr cant reach arpt aa wat,0
u texted flight denver sd tmrw cancelled flightled hold hour trying get help flight,0
trying go nashville london idea would good time fly nashville right,1
hey guy thanks answering thanks keeping hold hour customer service pm pst,0
thanks reply good note pilot nailed landing seriously kudos,2
thanks much,2
like im trying leave earlier fun dont want get stuck dc bad weather rdu,0
heading jfk principle alone deal w lost amp damaged bag,0
today jetblue flight nycgtbos delayed app say time website say,0
got fing kidding usairways hour hold listening yall selling loan valentine flowerssmfh,0
know need spotify stat,2
useless tweet ive ever seen,0
yes amp theyre unsure would comethis never happened airline first time,0
time give k status switch terrible cant even describe,0
arrived lax ord flight aa luggage,0
free cable world technology man dream come true free portable,1
three hour flight delay phone min counting,0
whats easiest way get ticket receipt get one check get one online thanks,1
ur specialist said would talk stewardess serving drunk drink really help,0
phone disconnect stay line need checkout hotel hr amp place go cant keep calling,0
need move reservation due weather middle part u would like change departing airport,1
afternoon flight going bqn jfk seem find early morning flight,1
doesnt address issue hold min speak agent,0
boston airport problem agent honor voucher one number rubbed,0
delayed baggage claim land hopefully bag isnt broken damaged lost wc result complaint,0
handled question like social medium pro good practice transportation system run friendly ai,2
please flight sjc choice fly southwest vega,1
xx rt fleet fleek,1
f denphx serious display poor customer service exhibited flight crew today,0
guess respond compliment sorry cant think even one,0
hour hold time momentand counting,0
absolutely knew would try blame weather deny u voucher phoenix totally false crew issue,0
th annual marthas vineyard african american film festival august attendee deserve great flight mv,2
plane really pretty thought u know,2
suck delayed mom flight x cancelled flightled delayed flight todayall mech issuesshe sleep airport,0
shut turn tvsmusic,0
landing chicago saw already airborne,1
flt clt day supposed depart still crew contact pilot,0
hold hour still dont know bag wont refund flight wasnt weather,0
splitting flight quadruple price,0
liar precipitation day degree dont pacify look like foolthats problem admit suck,0
would helpful could refresh boarding time info boarding pass delayed flight,0
ah thats fund fix broken plane upon sat hr iah runway went,0
let see today hoping ontime dept,1
although control weather came great customer service,2
aa min priority bag arrive late flight evening plan delta min bag guarantee anyone,0
humor aside weve stuck plane two hour gate bag cant loaded correctly give,0
friendly engaging personable handled clarifying question baggage fee well took interest,2
none sample itinerary actually booked every last leg back u say invalid,0
ive trying get reservation since yesterday make change reservation hold,0
cancelled flightled flight refused give voucher despite flight day,0
hii still waiting refund ridiculousor u approve ticket u give refundplease advise wht going,0
also mere fact go online issue statement vice calling talking directly one good example,0
thankfully lounge next door really impressed oneworld partnership,0
least make run want yo buy fresh diet cokenice bizness plan marketing right,1
followed,1
another squashed flight share seat another passenger idea quality travel,0
got back eventually rollercoaster got airport amp got speak someone thing got fixed quick,2
page united value tweet bc rare receive tweet complimenting servicemost fake,1
flight dfw cancelled flightled today,1
every flight flown personallyabout two round trip per month full still hard believe fly hour thru atlno,0
thank u wiil write call travel agency,1
allow shady rd party service sell ticket refuse help customer who left holding bag,0
weather thats said people received hotel room people end line get,0
ice cream front solid,2
appreciate sentiment able get groundstill missed connection,2
curious going finally learn,0
thought moving lot business first impression count glad mile cash,0
kidding one answering call reserv line due high call volume even option wait brutal,0
long time flyer switching airline,0
yeah thats helping bag shipped correct city first time probably would helped,0
free like airline anymore,0
interested possibly changing flight another dayneed see fee number busy,0
dtv doesnt work pilot late flight wont let yr old fly next paid upgrade,0
trying change flight booked hour ago online system charging fee per passenger could please help,0
called solved flight cancelled flightlation issue minute may ask,0
need tsa pre doesnt show flight mine,0
million mile flier im embarrassed ask long ago launched,1
lucky people like annamarie norris bwi hope get recognized excellent cust service,2
awesome new plane flight,2
hour delay phomia airline bad getting worse foolish american merge treat customer like crap,0
thanks,2
done thanks,2
refused boarding nexus nexus confirmed refused,0
oh company caused u lose entire day vacation cancun de boarded waiting another plane,0
unusable fund book,0
stuck philadelphia airport hour due maintenance dreading flight back home disgusting,0
fleet fleek,0
thank,1
best flight attendant ever,2
hence ive asking customer service phone number speak real person get sorted,0
trying desperately rebook mom flight waited hour callback got disconnected didnt call back,0
going stop flying delay everytime time due paperwork,0
gj flight didnt wifi even though promised ground crew,0
baggage shannon never mind u work giving back,0
possible add known traveler number ticket flight booking problem,1
home next hr gfc,2
strike strongly suggest live tweet ordeal medium team appreciates update,0
caught earlier flight ord gate checked bag youve lost ohare original flight land minute,0
really hope departs said catering service wasnt available see next plane nthin,0
shes still waiting callbackthe lack follow whats concerning smh,0
truly drunk uncle boarding dont believe gate agent overhead full dont reserve aisle,0
happened afternoon huge amt incoming plane sfo delayed hour frustrating,0
name jane wanted call,0
thank,2
best never fly w ever yall made day remember,0
dont need anybody else,2
moved delta direct thank accommodation,2
whats website cant access flight info,0
absolutely worry im never flying ever even hitch hike cross country,0
agent werenot helpful told would pay chng even though tld going bwi whch part trvl advsry,0
disappointed airline never book guy,0
haha clean plane held overnight hangar sound lovely also dont lie screensand say weather,0
cant even fit name first two line yes please pas feedback big downgrade previous year,0
told get percentage every plastic bottle sold around yout departure sectionturn heat,1
received bag last night still missing one,0
go napkin pretty much say,2
worst customer nonservice sure,0
thanks forcing check carry luggage exactly spent extra money travel size toiletry,2
willsunday day away,2
thank acknowledgement ife didnt work well anyway maybe time upgrade lower profile system,0
missed connection already missed next flight put im going lax instead hawaii,0
fleet fleek,1
contacting refund dm provide phone number,1
great experience flight sfo jfk seat service food everything top quality back soon,2
tried already cancun one delivered,0
idea u dont want u frustrated dont cancelled flight flight crew overflowed toilet get plumber,0
well perhaps could highlight stated travel canada amp usa united nexus,0
define appreciate doubt worst major airline usa act much feedback,0
dont know one would tell coming would guess thats change flight,0
thank voucher long wait runway saturday night bwi really appreciate,2
hang agent ground useless dont seat first class ticket booked week ago,0
thank prompt response email late flightr today,2
heck bag chicago hour,0
thanks following finally worked finger crossed new flight work,2
thanks terrible service stranded mdw day amp cant find confirmation rebooked flight mke,0
late flight geez flt flight,0
thanks linking might old news first flight,1
whats shared pilot passenger,0
hung get name took accountability keeping hold min next rep able track name,0
hi got message part flight cancelled flightled cant rebook online nobody answer phone call help,0
everything sorted thanks help excited get home tonight,2
voucher cant believe took risk plane terribly filthy screaming baby face,0
qualify free st checked bag applied checkin using companion ticket,1
rebooked ua ua cancelled flightled paid first class ticket new seat e please fix,0
sky flight bos sfo awesome crew helene rock,2
hour answered call,1
got worked postpone trip pay extra though easy poor graduate student,0
thats good id expect cant get phone make change change online,0
first flight delayedbecause one hooked ground power plane get together folk,0
home back,2
sato rebooked upset travel office fix couldnt,0
need back cleveland early possible tomorrow,1
thanks recommendation weve sitting minute last update min ago,2
going inconsistent enforcing rule id prefer randomly take freq flyer obey,0
thought thing sent,1
lost sunglass flight okc iah morning takeoff way retrieve,0
said open one,0
thanks julian login getting onto earlier flight back dca,2
please reroute oregon womens tennis santa barbara there supposedly another connection la,1
sitting denver airport waiting plane refueled hour half hurry fuck united fucking retard,0
whats deal u provide voucher overnight cozy floor,1
must follow order send direct message meant,1
fix asap,0
area pic taken dont see album,0
flight moved back booked said arrive say,0
actual worst zero respect passenger im officially done flying,0
weve learned never fly u youve lost customer group hundred company,0
big board say arent leaving,0
hii travel question could please follow dm,1
flying glamco week long airport departure international domestic ta,1
weighed checked bag,0
absurd waited min flight attendant assigned flight late flight dont others,0
ridiculous delayed husband flight amp made miss connection told leave bag sent,0
delay dencle manually enter baggage tag really worst cust service day ker,0
flight im trying change hour ive trying reach agent unbelievable,0
finally got helpful appreciate,2
claim number havent back iad baggage since phone call speak someone,0
sister amp bil stuck detroit desperately need florida flying w anything,1
horrible travel day w airline flight birmingham cancelled flightled w notification couldnt get,0
worst airline everleft without luggage day submit expense offer refund,0
united need ticket number since rebooked u gave incorrect ticket number cant check,0
bad enough seat assigned he seating exit seat male flight attendant remove,0
lot flight book site working ive phone waiting minute,0
great idea,2
youre running hour behind replying anyone via twitter beyond unacceptable im running time,0
arent updating flight statusdelays,0
couldnt get first class flight rebooked,0
id say public cant extend vacation week point advertise multiple flight cant honor,0
surely way help cant really afford another hour pls follow dm,0
thanks ruining last night vacation worry flight yall dont record,0
award longer showing available could possible become available,1
think treat onboard enjoy flight,2
hey jetblue stranded entire plane supposed go jfk getting restless need better communication,0
brandi zabsonre denver deserves raise bringing delight terrible travel situation big ups,2
make hour,0
good thing holding flight peep late flight connecting flight well still make destination time,2
look like yr anni trip replaced w someone itinerary worried abt c flight,0
usually like flying guy fee use credit seems ridiculous,0
wifi slow totally precludes working web book swa business travel wish hadnt lit fire,0
hold minute counting month old change fee refund request funeral pathetic,0
thanks lindsey amp southwest twitter team great service amp speedy resolution,2
flight ua gate b tell ray somehow made flight iah didnt wait one,2
trust united future flight booking problemss confirmed ticketed purchased ticket cancelled flightled fact,0
never got email confirmation ticket credit card charged phone wait time crazy chat,0
nearly hour late flightr still idea never fly united help,0
reservation phone system actually work know number unreachable callback dead air,0
sfo natt agent helped really awesome job,2
seriously complete b,0
great way start vacation time departure looking forward global first class suite,2
nd time rebooked wdelays reason unrelate flightd weather go requesting flight voucher,0
thats response shaking head back forth tsk betterfrom customer service apology,0
hi flight confirmation fwwef currently stuck norfolk va trying get lga nyc ant update thx,0
mdw gate many fewer seat plane,0
dont require u memorize fiveword phrase remember hear another six million option,0
hey guy remembered lol bos flight delayed turn heat feel hotter pr,0
contaced eyewitness news ripoff cancelled flighted want pay,0
yet notify im new,1
every time check bag airline im confident wearing clothes day please prove wrong,0
appreciated however system tell call back late flightr end call need reply thanks,0
start daily er flight replacing er apr instead mar,1
thx gate agt john pascucci finding u flight clt pvd original one cancelled flightled,2
saying truth dont even email,0
there people line one agent,0
hmmm flight even really exist create last night get people back,0
anything found cleaning plane dc would baggage office even something small,1
think great people working,2
thank website crashing,0
thanks,2
get refund instead credit flight cancelled flightled couldnt switch flight tomorrow,1
july zero excuse outofdate system cause problem like,0
thank whole crew rocked bad weather diversion pilot keeping u well informed,2
realized advantage number wasnt used flight get ff mile,1
voucher give u hotel useless call number say room available expect,0
thank,2
booked flight charged twice mean cant redeem cc point properly would gone elsewhere,0
ripped suitcase yelled attitude geraldine employee baggage centerworst airline,0
one make difficult,0
flight cancelled flighted delayed expect full compensation park ticket hotel amp flight,0
mphx im still plane waiting waiting,0
lost basket ballbag plane,0
get finally board ua,1
cover cost car service waiting time,0
gave one try figured could get hr flight right nope delayed hr seems every time,0
end daily flight reagan aug,1
dtw lag flight cancelled flightled notice given voucher dirty hotel food voucher apology,0
still sitting waiting plane hour wasted,0
sw return customer service business traveler made sw sw ignores u,0
absolutely send,1
luggage,0
getting run around today customer service amp disconnected customer relation given twice help,0
thanks made,2
weather blame hr hold speak agent doesnt understand concept time zone thanks,0
swa send customer survey earn toward flight legit,1
nothing done online help bought birthday present trying able afford change,1
weather time cancelled flighted cant meeting today,0
link doesnt work ive tried tracking bag several time still doesnt clarify,0
paid economy plus put last boarding group gate check bag know better,0
done process initiated saturday morning cant get info website issue amp inadequate phone coverage get update,0
whats status flight tuesday dallas,1
yep two hour thirty minute,0
offered voucher switch flight voucher offer doesnt exist amp gate agent switched delayed flight,0
wasted day vacation problem one two plane,0
better better passenger jfk pwm,0
cancelled flightled flight paying hotel,0
wonderful bag claim people finally bag catch earlier flight original flight landed,0
respond dm,1
basically need leave hawaii late flight evening midnight get back philly late flight monday night trip get tues,1
someone send note revenue management team ask open bf gf seat,1
wifi worst investment ever made,0
appreciate changing time min multiple time hour flight annoying seems like clue,0
u flight trying get tel aviv trying take right u cruel next flight pm,0
sitting gate flight hour due computer backup plan place,0
fyi ill writing registered letter ceo line shameful treatment reaction got,0
pet allowed first class,1
guy flight cmh,1
locked account needed access book flight,0
opal dragon book dragon ali woven murdering way philippine australia,1
refer friend southwest credit card point,1
hilarious flight attendant vega detroit tonight,1
update flight orf phl one gate,0
weve runway hour water pressure low taxiing back maintenance,0
youre saying call center understaffed,0
gj agree hour late flight arrival unacceptable hope pray bag,0
trying hr reach agent must make change cant done web pst cancelled flight rev ystday,0
cant even track bag see like disappeared,0
spent hour trying check use military id luggage messed boarding pas amp forced line,0
day finally got automated service call back hung beyond ridicule help,0
change ok time r open seat earlier flt chkd bag let someone fly standby,1
tried dm wont let say following,1
im still hold,0
id rather truth flight forced sit day trying get home,0
call volume high best answer hang,0
reservation line wont let speak representative busy literally disconnect bother,0
flight need b first flight frm mia tpa im extremely irritated ive airport hr,0
definately award employer year,1
spent room amp transportation whole flight,0
hr guess hang amp give using award mile price jump hm thanks,0
problem thing worked airport thanks,2
traveling two kid tomorrow age domestic need birth certificate check airport,1
oh gosh seriously made day week year one appreciate,2
whats happened customer service cancelled flightled flight day amp uninformed unapologetic staff,0
trbl experience hr tarmac inch snow phl hanger open amp pile snow,0
already checked page expired x,0
finally boarded look like ill make final destination baggage wont baggagefail,0
two flight today let hope kit get treatment,0
sky r sunny air cold cant wait get,1
flight got cancelled flightled hr takeoff customer service hold minute,0
